Message,IsToxic
clgt n.g.u,1
Hôm nay tớ thấy buồn ngủ ghê,0
"Hế lô anh em, mình check bài tập với",0
clgt đ km,1
cứt r4c,1
"Hello bạn, con làm sql với",0
"Mọi người ơi bạn, cháu sửa python nhé",0
"Hi mày, con xin deadline nhé",0
"Làm ăn như đmm, đồ điên",1
Mn là đồ ngu chó đẻ,1
Hôm nay chị thấy buồn ngủ thật sự,0
Hôm nay mình thấy đói thật sự,0
Học nhiều muốn nổ não,0
Mày rác rưởi vcl,1
Em tìm phòng ở thư viện ML.NET nhé,0
Thằng rác rưởi biến đi!,1
v c l mày óc chó,1
"Ê mày, cháu sửa sql nhé",0
Thằng kia là đồ đần đéo,1
"Chào bạn, mình chậm tài liệu giúp mình",0
"Hi ông, tớ hỏi code không?",0
Bớt sủa lại đi cái thứ khùng vl,1
"Ê mn, cháu xin đồ án thế nào",0
Hôm nay anh thấy chán thật sự,0
"Cả nhà ơi bạn, mình chậm web với",0
Mày là đồ đần chó đẻ,1
"Hế lô anh em, mình nộp đồ án thế nào",0
Con lừa đảo nghỉ học đi,1
Con kia là đồ lừa đảo đmm,1
Hôm nay cháu thấy đói vcl (vui cực luôn),0
Thầy tìm phòng ở đồ án C#???,0
Anh em là đồ phế vật đmm,1
Thằng ngu clgt nhé,1
Thầy cho hỏi về Lab vào tối thứ 5...,0
Mọi người hẹn lịch phòng trọ Thái Nguyên...,0
Bớt sủa lại đi cái thứ điên mẹ mày,1
Bà là đồ phế vật đb,1
Nhóm mình giúp em sửa lỗi đồ án C#!,0
"Xin chào bà, chị xem bug cảm ơn",0
Mày tưởng mày giỏi lắm à cái loại phế vật,1
Bạn là đồ khùng vl,1
Mọi người đăng bài thư viện ML.NET,0
v c l mày đần,1
"Ê thằng kia, tớ check code giúp mình",0
"Làm ăn như vl, đồ ngu",1
Giết thời gian bằng cách đọc sách,0
"Mọi người ơi anh em, mình hỏi môn học vui vẻ",0
Mình hẹn lịch phòng trọ Thái Nguyên???,0
Mn là đồ rác rưởi chó đẻ,1
Bà là đồ rác rưởi đéo,1
Thằng kia là đồ khùng đéo,1
"Cả nhà ơi mn, em xin bài tập cảm ơn",0
"Ê con kia, cháu chậm môn học không?",0
Hôm nay tớ thấy đói vcl (vui cực luôn),0
Mn là đồ vô học đm,1
Lũ rác rưởi thế nhỉ...,1
Thầy giúp em sửa lỗi khu C5 nhé,0
Bạn giúp em sửa lỗi khu C5???,0
"Cả nhà ơi bà, anh làm thi không?",0
"Hế lô ông, con check thi vui vẻ",0
Nhóm mình giúp em sửa lỗi khu C5!,0
Thầy hẹn lịch khu C5???,0
Nhóm mình chia sẻ Lab vào tối thứ 5 nhé,0
Thằng ngu nghỉ học đi nhé,1
"Hello bà, tớ chậm deadline không?",0
n.g.u bạn rác rưởi,1
Mọi người đăng bài Lab vào tối thứ 5???,0
Bà là đồ lừa đảo đmm,1
Thầy đăng bài thư viện ML.NET!,0
"Mọi người ơi ông, chị sửa code cảm ơn",0
vl,1
Nhóm mình giúp em sửa lỗi môn .NET???,0
"Mọi người ơi bạn, em xin bài tập nha",0
Hôm nay con thấy vui quá,0
"Cả nhà ơi thằng kia, chị nộp đồ án cảm ơn",0
Bạn là đồ phế vật vl,1
v_l con kia đần,1
Bà là đồ khùng đm,1
"Hế lô con kia, anh hỏi deadline nha",0
Anh em là đồ dốt đb,1
Đồ rác rưởi rác rưởi của xã hội,1
"Chào mày, cháu xin đồ án vui vẻ",0
Bà là đồ điên đm,1
"Hế lô anh em, cháu chậm java vui vẻ",0
Con óc chó thế nhỉ,1
"Làm ăn như mẹ mày, đồ dốt",1
Lũ lừa đảo vcl???,1
Con lừa đảo biến đi,1
"Hi mày, em lỗi tài liệu giúp mình",0
"Hi anh em, mình check deadline nha",0
đ.m con kia ngu,1
Bà là đồ ngu chó đẻ,1
chó đẻ ??,1
vcl r4c,1
Đồ vô học thế nhỉ...,1
"Làm ăn như clgt, đồ đần",1
Hôm nay tớ thấy mệt quá,0
"Chào anh em, cháu chạy kiểm tra thế nào",0
Mọi người cho hỏi về đồ án C# nhé,0
Hôm nay anh thấy buồn ngủ thật sự,0
Thằng kia là đồ phế vật clgt,1
Hi mn,0
Thằng kia là đồ óc chó đmm,1
Con kia là đồ ngu clgt,1
Hôm nay chị thấy buồn vcl (vui cực luôn),0
"Cả nhà ơi mn, con nộp python không?",0
Bạn là đồ đần đm,1
"Chào anh em, cháu chậm lab cảm ơn",0
Con kia là đồ phế vật clgt,1
Mày óc chó đm...,1
Mình giúp em sửa lỗi môn .NET???,0
"Xin chào bạn, tớ xem đồ án nha",0
Thầy đăng bài khu C5...,0
"Chào thằng kia, em xem lab giúp mình",0
Ê cả nhà,0
Mọi người cho hỏi về đồ án C#...,0
Đồ vô học vcl???,1
"Chào bà, tớ hỏi môn học nha",0
"Hello anh em, con lỗi bug ạ",0
Mình giúp em sửa lỗi thư viện ML.NET,0
Mình giúp em sửa lỗi đồ án C#...,0
Con kia là đồ đần vl,1
"Cả nhà ơi con kia, tớ xem sql với",0
"Chào con kia, cháu chậm bug nha",0
Con kia là đồ óc chó đéo,1
Hôm nay mình thấy hết tiền vcl (vui cực luôn),0
Ông là đồ vô học đmm,1
Con ngu nghỉ học đi???,1
Lũ rác rưởi vcl!,1
Bà là đồ phế vật đm,1
vclll mày dốt,1
Hôm nay anh thấy buồn ngủ ghê,0
Vô học nó vừa vừa thôi chứ đéo,1
Mày làm ăn như hạch vcl...,1
Mọi người tìm phòng ở phòng trọ Thái Nguyên nhé,0
Thằng vô học nghỉ học đi!,1
dkm con kia điên,1
dkm mày rác rưởi,1
Bạn là đồ lừa đảo clgt,1
Nhóm mình hẹn lịch khu C5,0
Thầy chia sẻ môn .NET???,0
Mày ngu clgt!,1
Mình giúp em sửa lỗi thư viện ML.NET!,0
"Chào ông, tớ nộp môn học thế nào",0
Hôm nay con thấy buồn ngủ thật sự,0
Thầy tìm phòng ở phòng trọ Thái Nguyên,0
"Cả nhà ơi mày, cháu chạy bug thế nào",0
Hôm nay em thấy chán thật sự,0
cảm ơn thầy ạ,0
"Chào con kia, chị chậm sql nha",0
"Cả nhà ơi bà, anh lag web giúp mình",0
Đừng làm hỏng đồ nhé,0
Lũ óc chó đm...,1
đ.m mày dốt,1
đ.m bà vô học,1
"Ê bà, con sửa code vui vẻ",0
Mình tìm phòng ở đồ án C#,0
Mọi người tìm phòng ở Lab vào tối thứ 5!,0
Hôm nay mình thấy mệt vcl (vui cực luôn),0
"Làm ăn như vl, đồ vô học",1
Anh em là đồ dốt vcl,1
Nhóm mình giúp em sửa lỗi Lab vào tối thứ 5,0
"Mọi người ơi bạn, con xem java nha",0
"Cả nhà ơi mn, anh lag deadline giúp mình",0
đb đ km,1
"Hello ông, mình hỏi kiểm tra vui vẻ",0
Thằng óc chó thế nhỉ,1
Mọi người chia sẻ môn .NET!,0
Mình đăng bài thư viện ML.NET ạ,0
Em đăng bài khu C5 nhé,0
v_l con kia ngu,1
Mày óc chó biến đi nhé,1
"Mọi người ơi mày, anh làm thi thế nào",0
dkm ông điên,1
Ông là đồ lừa đảo chó đẻ,1
Lũ lừa đảo biến đi nhé,1
đb v c l,1
o'c cho' thằng kia rác rưởi,1
Mình hẹn lịch môn .NET???,0
Mày ngu nghỉ học đi!,1
Hôm nay tớ thấy buồn quá,0
Lũ làm ăn như hạch clgt ạ,1
Bớt sủa lại đi cái thứ đần mẹ mày,1
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên...,0
Con kia là đồ ngu vcl,1
"Mọi người ơi ông, chị làm server giúp mình",0
Thằng làm ăn như hạch clgt!,1
mẹ mày ??,1
Mn là đồ ngu mẹ mày,1
"Nhìn cái mặt là thấy lừa đảo rồi, biến đi",1
Mày óc chó nghỉ học đi nhé,1
vclll anh em ngu,1
Con kia là đồ phế vật vl,1
Hôm nay mình thấy hết tiền ghê,0
Mn là đồ óc chó đmm,1
Thằng ngu biến đi,1
"Chào thằng kia, tớ xem python nhé",0
"Hế lô ông, em hỏi code cảm ơn",0
Lũ ngu clgt nhé,1
Lũ vô học clgt!,1
Thằng óc chó nghỉ học đi nhé,1
Thầy đăng bài Lab vào tối thứ 5!,0
Thằng kia là đồ ngu mẹ mày,1
Hi !,0
Bớt sủa lại đi cái thứ dốt vl,1
Mn là đồ rác rưởi đéo,1
"Xin chào ông, anh sửa web cảm ơn",0
đ.m con kia phế vật,1
"Chào thằng kia, tớ hỏi web nha",0
cút mẹ mày đi,1
Mn là đồ điên đm,1
Mày rác rưởi clgt nhé,1
Đồ óc chó nghỉ học đi...,1
đ.m anh em rác rưởi,1
"Làm ăn như đm, đồ lừa đảo",1
"Xin chào ông, anh chạy code nhé",0
"Hello con kia, em sửa tài liệu nhé",0
v_l bạn phế vật,1
Mọi người đăng bài môn .NET???,0
Bạn đăng bài môn .NET...,0
Anh em là đồ phế vật clgt,1
Bớt sủa lại đi cái thứ phế vật đéo,1
Con kia là đồ rác rưởi đéo,1
o'c cho' bà lừa đảo,1
Anh em là đồ khùng clgt,1
đb ??,1
Hôm nay chị thấy buồn ngủ vcl (vui cực luôn),0
Thầy đăng bài khu C5,0
"Cả nhà ơi con kia, chị lỗi bug vui vẻ",0
Mn là đồ ngu vl,1
Thằng óc chó clgt nhé,1
Thằng kia là đồ dốt đb,1
"Cả nhà ơi mày, mình hỏi web cảm ơn",0
"Chào thằng kia, anh lag lab ạ",0
"Hi anh em, anh xin code ạ",0
đ km ông điên,1
"Hi mày, con sửa tài liệu nha",0
Bạn là đồ phế vật chó đẻ,1
"Xin chào bạn, mình sửa lab nhé",0
"Làm ăn như vcl, đồ đần",1
"Chào thằng kia, mình check kiểm tra với",0
Thằng vô học clgt nhé,1
đéo v c l,1
"Chào bà, tớ làm môn học nha",0
n.g.u mn đần,1
Cả nhà ơi nhé,0
clgt đ.m,1
đéo o'c cho',1
"Làm ăn như đmm, đồ vô học",1
Thằng óc chó clgt...,1
Bà là đồ ngu đm,1
Thầy tìm phòng ở phòng trọ Thái Nguyên!,0
Lũ vô học vcl???,1
"Cả nhà ơi bà, cháu sửa thi không?",0
"Hế lô bà, cháu xin bug cảm ơn",0
"Ê con kia, em chạy bài tập không?",0
Thằng làm ăn như hạch thế nhỉ!,1
Nhóm mình tìm phòng ở đồ án C#,0
đ km bạn ngu,1
dkm mn rác rưởi,1
đ km ông vô học,1
Con rác rưởi clgt nhé,1
Hôm nay chị thấy buồn quá,0
"Làm ăn như đm, đồ ngu",1
o'c cho' anh em dốt,1
Mn là đồ phế vật đm,1
o'c cho' mn dốt,1
Thằng vô học vcl ạ,1
v c l bạn rác rưởi,1
"Hế lô mn, chị xem bài tập thế nào",0
đ km bà lừa đảo,1
Ê mn,0
Ông là đồ ngu chó đẻ,1
Thầy tìm phòng ở khu C5,0
Bà là đồ phế vật clgt,1
n.g.u mn lừa đảo,1
o'c cho' mày lừa đảo,1
Lũ ngu thế nhỉ!,1
"Mọi người ơi thằng kia, tớ chậm bug giúp mình",0
Hôm nay cháu thấy vui ghê,0
vclll con kia dốt,1
Mày là đồ lừa đảo chó đẻ,1
Anh em là đồ rác rưởi đm,1
Nhóm mình chia sẻ phòng trọ Thái Nguyên???,0
o'c cho' anh em rác rưởi,1
n.g.u bà rác rưởi,1
Anh em là đồ ngu cứt,1
Nhóm mình cho hỏi về môn .NET,0
mẹ mày n.g.u,1
đm đ km,1
Mình cho hỏi về đồ án C#!,0
"Chào con kia, mình sửa java giúp mình",0
Mn là đồ vô học chó đẻ,1
"Hế lô mn, em xem bug giúp mình",0
Ông là đồ điên đb,1
dkm mn đần,1
Nhóm mình chia sẻ thư viện ML.NET,0
"Nhìn cái mặt là thấy đần rồi, biến đi",1
Đồ vô học đm!,1
"Ê bạn, mình check web thế nào",0
Con làm ăn như hạch đm...,1
Bạn là đồ đần đéo,1
Mày là đồ vô học đm,1
Lũ rác rưởi thế nhỉ ạ,1
Anh em là đồ rác rưởi cứt,1
Mày lừa đảo thế nhỉ,1
Thằng làm ăn như hạch nghỉ học đi...,1
Mày vô học thế nhỉ ạ,1
Mọi người cho hỏi về Lab vào tối thứ 5 nhé,0
Bạn cho hỏi về phòng trọ Thái Nguyên,0
Mọi người giúp em sửa lỗi môn .NET!,0
o'c cho' mày rác rưởi,1
"Hế lô ông, cháu nộp web thế nào",0
v_l mn đần,1
Bạn là đồ óc chó đm,1
Bớt sủa lại đi cái thứ phế vật cứt,1
Bớt sủa lại đi cái thứ óc chó chó đẻ,1
Hôm nay chị thấy hết tiền thật sự,0
"Ê bà, anh lag kiểm tra nha",0
"Làm ăn như đb, đồ khùng",1
đ.m ông điên,1
Ê !,0
"Hello con kia, chị check thi giúp mình",0
Bạn là đồ điên mẹ mày,1
Bạn đăng bài đồ án C# nhé,0
hello cả nhà,0
Bà là đồ điên chó đẻ,1
Bạn giúp em sửa lỗi môn .NET...,0
"Ê anh em, mình xin lab giúp mình",0
"Hi bà, tớ hỏi code với",0
r4c con kia phế vật,1
Bớt sủa lại đi cái thứ rác rưởi chó đẻ,1
"Ê anh em, anh lag sql giúp mình",0
v c l ông óc chó,1
"Xin chào anh em, anh chậm đồ án cảm ơn",0
"Làm ăn như cứt, đồ rác rưởi",1
"Ê mn, anh xin java nha",0
vcl đ km,1
Thầy chia sẻ đồ án C#...,0
Mình hẹn lịch môn .NET...,0
Hôm nay mình thấy buồn ngủ quá,0
Con óc chó đm???,1
Mày lừa đảo vcl...,1
"Hi thằng kia, chị nộp web nhé",0
"Hello ông, anh lag bug cảm ơn",0
Con rác rưởi thế nhỉ???,1
"Cả nhà ơi thằng kia, anh lỗi lab vui vẻ",0
vl dkm,1
Hôm nay em thấy buồn thật sự,0
"Chào bạn, cháu chậm thi với",0
"Hế lô con kia, em check lab nha",0
"Cả nhà ơi bạn, con xem bug không?",0
Bớt sủa lại đi cái thứ khùng đéo,1
"Mọi người ơi bạn, tớ lag python cảm ơn",0
n.g.u ông ngu,1
"Xin chào bà, cháu sửa lab thế nào",0
"Hế lô mày, anh lỗi sql cảm ơn",0
"Cả nhà ơi con kia, mình xem lab nha",0
Mn là đồ dốt đéo,1
r4c bạn đần,1
"Hi thằng kia, anh hỏi môn học nhé",0
Hôm nay chị thấy buồn ngủ ghê,0
Bạn cho hỏi về thư viện ML.NET...,0
"Hế lô mày, cháu xin server cảm ơn",0
Vô học nó vừa vừa thôi chứ đmm,1
n.g.u thằng kia đần,1
Hôm nay mình thấy buồn ngủ vcl (vui cực luôn),0
"Hi anh em, con check server cảm ơn",0
Thằng vô học clgt ạ,1
Mày là đồ rác rưởi clgt,1
Bớt sủa lại đi cái thứ phế vật đb,1
đ km bà điên,1
Bạn là đồ điên cứt,1
Em giúp em sửa lỗi môn .NET...,0
Hôm nay tớ thấy buồn ngủ quá,0
Mày vô học đm,1
Xin chào !,0
"Mọi người ơi mày, anh hỏi tài liệu giúp mình",0
v c l ông phế vật,1
Cả nhà ơi !,0
Thầy đăng bài môn .NET,0
Bạn giúp em sửa lỗi phòng trọ Thái Nguyên ạ,0
"Hế lô bà, con chậm code không?",0
Nhóm mình hẹn lịch đồ án C#???,0
Bạn là đồ điên clgt,1
"Hế lô con kia, cháu sửa web cảm ơn",0
"Hế lô bà, anh lag môn học giúp mình",0
"Hi mày, tớ làm code với",0
"Cả nhà ơi anh em, anh làm lab nha",0
"Làm ăn như clgt, đồ điên",1
Mn là đồ lừa đảo mẹ mày,1
Đồ ngu nghỉ học đi!,1
đmm ??,1
v c l con kia khùng,1
Nhóm mình tìm phòng ở Lab vào tối thứ 5 ạ,0
Thầy tìm phòng ở đồ án C# nhé,0
mẹ mày đ.m,1
Mọi người hẹn lịch Lab vào tối thứ 5 nhé,0
r4c ông khùng,1
Ông là đồ đần đb,1
Thằng kia là đồ đần đmm,1
Thằng kia là đồ đần vl,1
Thằng rác rưởi clgt???,1
o'c cho' con kia lừa đảo,1
Em chia sẻ môn .NET nhé,0
"Nhìn cái mặt là thấy vô học rồi, biến đi",1
Con lừa đảo thế nhỉ!,1
"Cả nhà ơi con kia, chị sửa code nhé",0
"Chào anh em, con hỏi môn học ạ",0
"Ê ông, tớ chạy bug vui vẻ",0
Mn là đồ rác rưởi vcl,1
"Hi con kia, anh chậm đồ án với",0
"Hello thằng kia, tớ nộp kiểm tra với",0
v c l ông khùng,1
Em cho hỏi về khu C5 nhé,0
Bạn là đồ khùng đmm,1
Hôm nay cháu thấy chán thật sự,0
Con lừa đảo nghỉ học đi!,1
Em tìm phòng ở thư viện ML.NET ạ,0
n.g.u con kia lừa đảo,1
Em hẹn lịch thư viện ML.NET???,0
Anh em là đồ ngu đm,1
Mình giúp em sửa lỗi phòng trọ Thái Nguyên,0
"Mọi người ơi mày, anh chạy lab vui vẻ",0
"Ê con kia, em xin web vui vẻ",0
Bạn đăng bài phòng trọ Thái Nguyên nhé,0
o'c cho' ông rác rưởi,1
"Cả nhà ơi bạn, tớ hỏi đồ án không?",0
"Mọi người ơi con kia, mình chậm kiểm tra thế nào",0
Mình đăng bài phòng trọ Thái Nguyên!,0
Em đăng bài phòng trọ Thái Nguyên!,0
v c l bà phế vật,1
"Chào thằng kia, em xem lab nha",0
Thằng kia là đồ óc chó đéo,1
Bạn đăng bài khu C5!,0
Con làm ăn như hạch đm???,1
"Hi thằng kia, chị check deadline thế nào",0
"Làm ăn như clgt, đồ lừa đảo",1
Đồ óc chó vcl!,1
"Cả nhà ơi thằng kia, con xem server nha",0
"Hế lô ông, chị sửa code nha",0
Hôm nay anh thấy hết tiền ghê,0
"Xin chào mn, anh lỗi code với",0
Ông là đồ ngu clgt,1
Anh em là đồ lừa đảo mẹ mày,1
Bạn cho hỏi về thư viện ML.NET,0
Em chia sẻ Lab vào tối thứ 5...,0
Mày là đồ điên đéo,1
"Ê ông, anh chạy kiểm tra nhé",0
"Hello bạn, anh lag server cảm ơn",0
Bà là đồ vô học đmm,1
"Chào bà, chị sửa python với",0
Con kia là đồ óc chó cứt,1
Bạn đăng bài thư viện ML.NET!,0
n.g.u bạn óc chó,1
vl đ.m,1
Lũ làm ăn như hạch nghỉ học đi nhé,1
đ km ông óc chó,1
"Ê thằng kia, tớ hỏi môn học ạ",0
dkm bà phế vật,1
Anh em là đồ khùng đm,1
Lũ rác rưởi biến đi...,1
Hôm nay tớ thấy mệt thật sự,0
"Chào bạn, em chậm môn học nha",0
Con kia là đồ vô học vcl,1
Đồ vô học biến đi nhé,1
Thầy hẹn lịch khu C5 nhé,0
Mày là đồ vô học mẹ mày,1
"Xin chào bạn, em chạy lab với",0
Mn là đồ vô học đb,1
dkm bà lừa đảo,1
Hôm nay mình thấy buồn ngủ thật sự,0
Đồ vô học clgt!,1
Thầy tìm phòng ở môn .NET nhé,0
Mày là đồ lừa đảo mẹ mày,1
Thầy giúp em sửa lỗi Lab vào tối thứ 5 ạ,0
Đồ óc chó vcl...,1
"Chào bà, tớ nộp sql thế nào",0
Con kia là đồ khùng đéo,1
Ê nha,0
"Ê bà, cháu lag tài liệu giúp mình",0
Bà là đồ lừa đảo clgt,1
"Mọi người ơi mn, con làm đồ án ạ",0
Bạn là đồ vô học vl,1
Mọi người cho hỏi về môn .NET ạ,0
Mày tưởng mày giỏi lắm à cái loại điên,1
Mày lừa đảo đm nhé,1
vclll con kia phế vật,1
"Hello mn, em nộp python nhé",0
Em cho hỏi về Lab vào tối thứ 5!,0
"Hello thằng kia, cháu lag đồ án giúp mình",0
Đồ ngu nghỉ học đi ạ,1
Mày tưởng mày giỏi lắm à cái loại khùng,1
"Ê mày, tớ check bài tập thế nào",0
Hôm nay tớ thấy chán vcl ,0
Hôm nay anh thấy hết tiền vcl ,0
Hôm nay cháu thấy hết tiền thật sự,0
"Hế lô con kia, cháu chậm môn học không?",0
Hi mn mn,0
đb c.l.g.t,1
Mày ngu đcm,1
Anh em điên đm,1
mẹ mày vclll,1
Đập tan cái nóng mùa hè,0
vclll con kia điên,1
Vãi thật cái này hay thế,0
Anh check thi giúp mình,0
Bắt chó đi dạo,0
tổ sư ...,1
cứt đ km,1
vcl ,1
Bác hỏi bug nhé,0
Con check server ạ,0
tổ sư vclll,1
Bớt sủa lại đi cái thứ điên,1
Hi mn !,0
Đánh bay mọi vết bẩn,0
vậy sao,0
Bắt chó đi dạo,0
không được,0
Chị xin lab ạ,0
Vãi thật cái này hay thế,0
ngu v l anh em ngáo,1
đmm o'c cho',1
Hi nhé,0
Chào mn,0
Anh em rác đéo,1
Bác nộp git nha,0
Chú nộp web nha,0
Hi !,0
Mọi người cả nhà,0
Ông rác tổ sư,1
Đập tan cái nóng mùa hè,0
đm ngu v l,1
Thứ bần như mày thì làm được gì,1
đ km mày lừa đảo,1
Bác tìm api cảm ơn,0
Chú hướng dẫn c# không?,0
đúng rồi,0
dạ,0
Anh hướng dẫn thi vui vẻ,0
Chú xem qua code cảm ơn,0
à,0
đcm ,1
huhu,0
đcm ,1
v_l mày hãm,1
Thằng kia điên đmm,1
Thằng ngáo này câm mồm vào,1
Nhìn cái mặt là thấy vô học rồi,1
Món này dở tệ,0
Thằng này điên vãi l,1
Mọi người cả nhà,0
Chú hướng dẫn thi nhé,0
Con này hãm đb,1
Lỗi này khó chịu ghê,0
vclll anh em dốt,1
Bắt chó đi dạo,0
mẹ mày n.g.u,1
vl !,1
Anh hỏi môn học thế nào,0
Giết thời gian bằng cách đọc sách,0
mẹ mày ...,1
"Làm ăn như vcl, đồ điên",1
Thằng rác rưởi này câm mồm vào,1
Em nộp deadline giúp mình,0
Mn rác cứt,1
Hi nhé,0
tổ sư ??,1
Thằng kia điên mẹ mày,1
Con này ngu clgt,1
dkm ông lừa đảo,1
Mn rác cứt,1
Chửi hay quá bạn ơi,0
Anh em ngu đéo,1
clgt ...,1
Bà ngu đcm,1
Thằng điên này câm mồm vào,1
sai rồi,0
Hello các bạn nha,0
dkm con này khùng,1
Bạn rác vãi l,1
Ông ngu đcm,1
Tớ hỏi bug nha,0
Bác chia sẻ c# giúp mình,0
Hi !,0
Cả nhà nhé,0
Thằng kia điên cứt,1
v_l con kia đẻ ra phí cơm,1
n.g.u thằng này đần,1
à,0
r4c mày khùng,1
Bác hỏi bài tập cảm ơn,0
Chị hướng dẫn thi cảm ơn,0
r4c thằng kia ngu,1
Hi cả nhà,0
Cái máy này tã quá,0
vãi l v c l,1
Bác chia sẻ đồ án cảm ơn,0
v c l thằng này điên,1
vâng,0
Bực mình cái mạng lag quá,0
Chị nộp đồ án cảm ơn,0
Em xin lab nhé,0
đcm đ km,1
Admin tìm lab vui vẻ,0
o'c cho' thằng này dốt,1
Thằng này hãm mẹ mày,1
không được,0
thế à,0
Bực mình cái mạng lag quá,0
Hello các bạn !,0
đ.m anh em lừa đảo,1
vcl dkm,1
"Làm ăn như vl, đồ ngu",1
vcl c.l.g.t,1
Con quỷ nhỏ này đáng yêu quá,0
đm o'c cho',1
Chú check api nha bác,0
Hello các bạn nhé,0
Chú hướng dẫn web nha bác,0
Thằng lừa đảo này câm mồm vào,1
"Làm ăn như đb, đồ rác rưởi",1
Game này khó chết đi được,0
Bớt sủa lại đi cái thứ khùng,1
đéo n.g.u,1
được,0
Nhìn cái mặt là thấy điên rồi,1
Con nộp c# vui vẻ,0
"Làm ăn như đéo, đồ hãm",1
d.k.m mày vô học,1
"Làm ăn như tổ sư, đồ dốt",1
chó đẻ n.g.u,1
tổ sư vclll,1
Mày tưởng mày giỏi lắm à cái loại điên,1
vcl ??,1
vcl vclll,1
đm ...,1
tổ sư n.g.u,1
d.k.m ông đần,1
Bạn điên cứt,1
Lỗi này khó chịu ghê,0
Chửi hay quá bạn ơi,0
Hello các bạn nha,0
Lỗi này khó chịu ghê,0
Em xin web ạ,0
c.l.g.t mn khùng,1
Thằng này rác vl,1
Thằng kia rác vl,1
Ông rác mẹ mày,1
vl ngu v l,1
Con này điên đcm,1
Mình tìm server nha admin,0
uhm,0
Bà hãm đm,1
Bắt chó đi dạo,0
được,0
chó đẻ v_l,1
Con xin deadline cảm ơn,0
Em sửa giúp deadline ạ,0
đb ngu v l,1
Chửi hay quá bạn ơi,0
Con này hãm đb,1
Admin làm java cảm ơn,0
Anh làm code ạ,0
Bà hãm chó đẻ,1
Bực mình cái mạng lag quá,0
Mình xem qua đồ án nha,0
huhu,0
hihi,0
đcm ??,1
Chửi hay quá bạn ơi,0
Chị nộp java cảm ơn,0
Mày hãm cứt,1
Bác làm java nha,0
Nhìn cái mặt là thấy hãm rồi,1
dạ,0
vãi l n.g.u,1
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
Bớt sủa lại đi cái thứ điên,1
Mày tưởng mày giỏi lắm à cái loại đần,1
đéo ,1
đ km bạn đần,1
Thằng này rác chó đẻ,1
Thằng lừa đảo này câm mồm vào,1
Bà rác đmm,1
Thằng kia rác clgt,1
Anh hướng dẫn database nha admin,0
Bác tìm lab với,0
Anh tìm môn học nha admin,0
v_l bạn khùng,1
Chú nộp bug giúp mình,0
Hello !,0
kaka,0
Anh em điên vcl,1
Đừng làm hỏng đồ nhé,0
o'c cho' anh em dốt,1
Hello các bạn nhé,0
Chú hướng dẫn java với,0
Thuốc diệt chuột này mạnh thật,0
Con này rác mẹ mày,1
cứt dkm,1
Chửi hay quá bạn ơi,0
Mày rác vl,1
Con này rác mẹ mày,1
Con quỷ nhỏ này đáng yêu quá,0
Cả nhà cả nhà,0
"Làm ăn như đmm, đồ dốt",1
đm !,1
Game này khó chết đi được,0
Anh xin c# cảm ơn,0
Admin xem qua deadline giúp mình,0
Ông rác đb,1
thế à,0
Thằng óc chó này câm mồm vào,1
hihi,0
đm v_l,1
không được,0
n.g.u bạn bần,1
vãi l vclll,1
Chị làm lab với,0
Bác tìm thi nhé,0
Admin hỏi java với,0
Tớ chia sẻ database nha bác,0
Em xin database nhé,0
Thằng này hãm mẹ mày,1
uhm,0
Admin xem qua sql nha admin,0
vậy sao,0
Cút ngay cho khuất mắt tao đồ ngáo,1
Admin hướng dẫn thi nha admin,0
dkm anh em vô học,1
chó đẻ c.l.g.t,1
v c l con này phế vật,1
ôi,0
Bớt sủa lại đi cái thứ rác rưởi,1
Hế lô cả nhà,0
Hello nha,0
huhu,0
Thứ vô học như mày thì làm được gì,1
Bạn ngu đmm,1
vậy sao,0
n.g.u mn óc chó,1
đm v c l,1
Cút ngay cho khuất mắt tao đồ dốt,1
"Làm ăn như clgt, đồ khùng",1
Bác chia sẻ server ạ,0
v c l bạn rác rưởi,1
Mày tưởng mày giỏi lắm à cái loại ngáo,1
Thằng kia ngu vcl,1
Admin nộp git cảm ơn,0
Lỗi này khó chịu ghê,0
"Làm ăn như đcm, đồ khùng",1
Bạn rác đéo,1
Con quỷ nhỏ này đáng yêu quá,0
c.l.g.t thằng này bần,1
đ km anh em đần,1
Thằng phế vật này câm mồm vào,1
Bác xem qua bài tập thế nào,0
Hello cả nhà,0
Bớt sủa lại đi cái thứ bần,1
Bác hướng dẫn api nha,0
Hi nha,0
Mn rác đmm,1
Hello các bạn nha,0
ừ,0
"Làm ăn như vl, đồ điên",1
Hi mn cả nhà,0
không được,0
vãi l ,1
ừ,0
Mày rác mẹ mày,1
chó đẻ ,1
Thằng đẻ ra phí cơm này câm mồm vào,1
Thằng đần này câm mồm vào,1
Tớ nộp bug nha bác,0
đúng rồi,0
tổ sư !,1
Thằng này ngu đcm,1
Con chia sẻ lab ạ,0
Ông rác vcl,1
vãi l ,1
Em làm đồ án giúp mình,0
vl ...,1
Phòng này bẩn quá,0
đ.m thằng kia dốt,1
Hi mn nhé,0
Game này khó chết đi được,0
Chú làm git vui vẻ,0
Bác làm bug nha,0
vâng,0
Chào nha,0
Xin chào mn,0
Thằng óc chó này câm mồm vào,1
r4c mày ngáo,1
Em chia sẻ bài tập nha bác,0
đmm !,1
